"","GEOID","Census_Tract","County","State","Total","Total_Owner","Total_Renter","Owner_Category","Owner_Count","Renter_Category","Renter_Count"
"7674","Census Tract 667.01"," Queens"," New York",994,663,663,331,"Owner",0,"Renter",NA
"7675","Census Tract 667.01"," Queens"," New York",994,663,663,331,"Owner",331,"Renter",0
"7676","Census Tract 667.01"," Queens"," New York",994,663,663,331,"Owner",331,"Renter",NA
"7677","Census Tract 669"," Queens"," New York",577,288,288,284,"Owner",0,"Renter",5
"7678","Census Tract 669"," Queens"," New York",577,288,288,284,"Owner",0,"Renter",NA
"7679","Census Tract 669"," Queens"," New York",577,288,288,284,"Owner",289,"Renter",5
"7680","Census Tract 669"," Queens"," New York",577,288,288,284,"Owner",289,"Renter",NA
"7681","Census Tract 67"," Bronx"," New York",2468,100,100,2368,"Owner",0,"Renter",0
"7682","Census Tract 67"," Bronx"," New York",2468,100,100,2368,"Owner",0,"Renter",NA
"7683","Census Tract 67"," Bronx"," New York",2468,100,100,2368,"Owner",2368,"Renter",0
"7684","Census Tract 67"," Bronx"," New York",2468,100,100,2368,"Owner",2368,"Renter",NA
"7685","Census Tract 67"," Kings"," New York",1525,685,685,840,"Owner",0,"Renter",0
"7686","Census Tract 67"," Kings"," New York",1525,685,685,840,"Owner",0,"Renter",NA
"7687","Census Tract 67"," Kings"," New York",1525,685,685,840,"Owner",840,"Renter",0
"7688","Census Tract 67"," Kings"," New York",1525,685,685,840,"Owner",840,"Renter",NA
"7689","Census Tract 67"," New York"," New York",3304,574,574,2730,"Owner",0,"Renter",0
"7690","Census Tract 67"," New York"," New York",3304,574,574,2730,"Owner",0,"Renter",NA
"7691","Census Tract 67"," New York"," New York",3304,574,574,2730,"Owner",2730,"Renter",0
"7692","Census Tract 67"," New York"," New York",3304,574,574,2730,"Owner",2730,"Renter",NA
"7693","Census Tract 67"," Richmond"," New York",1026,718,718,308,"Owner",0,"Renter",0
"7694","Census Tract 67"," Richmond"," New York",1026,718,718,308,"Owner",0,"Renter",NA
"7695","Census Tract 67"," Richmond"," New York",1026,718,718,308,"Owner",308,"Renter",0
"7696","Census Tract 67"," Richmond"," New York",1026,718,718,308,"Owner",308,"Renter",NA
"7697","Census Tract 670"," Kings"," New York",1074,560,560,514,"Owner",0,"Renter",0
"7698","Census Tract 670"," Kings"," New York",1074,560,560,514,"Owner",0,"Renter",NA
"7699","Census Tract 670"," Kings"," New York",1074,560,560,514,"Owner",514,"Renter",0
"7700","Census Tract 670"," Kings"," New York",1074,560,560,514,"Owner",514,"Renter",NA
"7701","Census Tract 671"," Queens"," New York",951,871,871,80,"Owner",0,"Renter",0
"7702","Census Tract 671"," Queens"," New York",951,871,871,80,"Owner",0,"Renter",NA
"7703","Census Tract 671"," Queens"," New York",951,871,871,80,"Owner",80,"Renter",0
"7704","Census Tract 671"," Queens"," New York",951,871,871,80,"Owner",80,"Renter",NA
"7705","Census Tract 672"," Kings"," New York",570,456,456,114,"Owner",0,"Renter",0
"7706","Census Tract 672"," Kings"," New York",570,456,456,114,"Owner",0,"Renter",NA
"7707","Census Tract 672"," Kings"," New York",570,456,456,114,"Owner",114,"Renter",0
"7708","Census Tract 672"," Kings"," New York",570,456,456,114,"Owner",114,"Renter",NA
"7709","Census Tract 674"," Kings"," New York",553,408,408,145,"Owner",0,"Renter",0
"7710","Census Tract 674"," Kings"," New York",553,408,408,145,"Owner",0,"Renter",NA
"7711","Census Tract 674"," Kings"," New York",553,408,408,145,"Owner",145,"Renter",0
"7712","Census Tract 674"," Kings"," New York",553,408,408,145,"Owner",145,"Renter",NA
"7713","Census Tract 676"," Kings"," New York",545,303,303,242,"Owner",0,"Renter",0
"7714","Census Tract 676"," Kings"," New York",545,303,303,242,"Owner",0,"Renter",NA
"7715","Census Tract 676"," Kings"," New York",545,303,303,242,"Owner",242,"Renter",0
"7716","Census Tract 676"," Kings"," New York",545,303,303,242,"Owner",242,"Renter",NA
"7717","Census Tract 677"," Queens"," New York",648,516,516,132,"Owner",0,"Renter",0
"7718","Census Tract 677"," Queens"," New York",648,516,516,132,"Owner",0,"Renter",NA
"7719","Census Tract 677"," Queens"," New York",648,516,516,132,"Owner",132,"Renter",0
"7720","Census Tract 677"," Queens"," New York",648,516,516,132,"Owner",132,"Renter",NA
"7721","Census Tract 678"," Kings"," New York",952,565,565,387,"Owner",0,"Renter",0
"7722","Census Tract 678"," Kings"," New York",952,565,565,387,"Owner",0,"Renter",NA
"7723","Census Tract 678"," Kings"," New York",952,565,565,387,"Owner",387,"Renter",0
"7724","Census Tract 678"," Kings"," New York",952,565,565,387,"Owner",387,"Renter",NA
"7725","Census Tract 679"," Queens"," New York",1643,419,419,1224,"Owner",0,"Renter",0
"7726","Census Tract 679"," Queens"," New York",1643,419,419,1224,"Owner",0,"Renter",NA
"7727","Census Tract 679"," Queens"," New York",1643,419,419,1224,"Owner",1224,"Renter",0
"7728","Census Tract 679"," Queens"," New York",1643,419,419,1224,"Owner",1224,"Renter",NA
"7729","Census Tract 68"," Bronx"," New York",978,251,251,727,"Owner",0,"Renter",0
"7730","Census Tract 68"," Bronx"," New York",978,251,251,727,"Owner",0,"Renter",NA
"7731","Census Tract 68"," Bronx"," New York",978,251,251,727,"Owner",727,"Renter",0
"7732","Census Tract 68"," Bronx"," New York",978,251,251,727,"Owner",727,"Renter",NA
"7733","Census Tract 68"," Kings"," New York",1694,419,419,1275,"Owner",0,"Renter",0
"7734","Census Tract 68"," Kings"," New York",1694,419,419,1275,"Owner",0,"Renter",NA
"7735","Census Tract 68"," Kings"," New York",1694,419,419,1275,"Owner",1275,"Renter",0
"7736","Census Tract 68"," Kings"," New York",1694,419,419,1275,"Owner",1275,"Renter",NA
"7737","Census Tract 68"," New York"," New York",3660,1216,1216,2444,"Owner",0,"Renter",0
"7738","Census Tract 68"," New York"," New York",3660,1216,1216,2444,"Owner",0,"Renter",NA
"7739","Census Tract 68"," New York"," New York",3660,1216,1216,2444,"Owner",2444,"Renter",0
"7740","Census Tract 68"," New York"," New York",3660,1216,1216,2444,"Owner",2444,"Renter",NA
"7741","Census Tract 680"," Kings"," New York",680,476,476,204,"Owner",0,"Renter",0
"7742","Census Tract 680"," Kings"," New York",680,476,476,204,"Owner",0,"Renter",NA
"7743","Census Tract 680"," Kings"," New York",680,476,476,204,"Owner",204,"Renter",0
"7744","Census Tract 680"," Kings"," New York",680,476,476,204,"Owner",204,"Renter",NA
"7745","Census Tract 680"," Queens"," New York",1551,1158,1158,393,"Owner",0,"Renter",0
"7746","Census Tract 680"," Queens"," New York",1551,1158,1158,393,"Owner",0,"Renter",NA
"7747","Census Tract 680"," Queens"," New York",1551,1158,1158,393,"Owner",393,"Renter",0
"7748","Census Tract 680"," Queens"," New York",1551,1158,1158,393,"Owner",393,"Renter",NA
"7749","Census Tract 682"," Kings"," New York",885,669,669,216,"Owner",0,"Renter",0
"7750","Census Tract 682"," Kings"," New York",885,669,669,216,"Owner",0,"Renter",NA
"7751","Census Tract 682"," Kings"," New York",885,669,669,216,"Owner",216,"Renter",0
"7752","Census Tract 682"," Kings"," New York",885,669,669,216,"Owner",216,"Renter",NA
"7753","Census Tract 682"," Queens"," New York",355,271,271,84,"Owner",0,"Renter",0
"7754","Census Tract 682"," Queens"," New York",355,271,271,84,"Owner",0,"Renter",NA
"7755","Census Tract 682"," Queens"," New York",355,271,271,84,"Owner",84,"Renter",0
"7756","Census Tract 682"," Queens"," New York",355,271,271,84,"Owner",84,"Renter",NA
"7757","Census Tract 683"," Queens"," New York",1670,820,815,837,"Owner",5,"Renter",13
"7758","Census Tract 683"," Queens"," New York",1670,820,815,837,"Owner",5,"Renter",NA
"7759","Census Tract 683"," Queens"," New York",1670,820,815,837,"Owner",850,"Renter",13
"7760","Census Tract 683"," Queens"," New York",1670,820,815,837,"Owner",850,"Renter",NA
"7761","Census Tract 686"," Kings"," New York",625,444,444,181,"Owner",0,"Renter",0
"7762","Census Tract 686"," Kings"," New York",625,444,444,181,"Owner",0,"Renter",NA
"7763","Census Tract 686"," Kings"," New York",625,444,444,181,"Owner",181,"Renter",0
"7764","Census Tract 686"," Kings"," New York",625,444,444,181,"Owner",181,"Renter",NA
"7765","Census Tract 687"," Queens"," New York",1906,821,821,1085,"Owner",0,"Renter",0
"7766","Census Tract 687"," Queens"," New York",1906,821,821,1085,"Owner",0,"Renter",NA
"7767","Census Tract 687"," Queens"," New York",1906,821,821,1085,"Owner",1085,"Renter",0
"7768","Census Tract 687"," Queens"," New York",1906,821,821,1085,"Owner",1085,"Renter",NA
"7769","Census Tract 688"," Kings"," New York",677,508,508,169,"Owner",0,"Renter",0
"7770","Census Tract 688"," Kings"," New York",677,508,508,169,"Owner",0,"Renter",NA
"7771","Census Tract 688"," Kings"," New York",677,508,508,169,"Owner",169,"Renter",0
"7772","Census Tract 688"," Kings"," New York",677,508,508,169,"Owner",169,"Renter",NA
"7773","Census Tract 69"," Bronx"," New York",2844,233,233,2545,"Owner",0,"Renter",66
"7774","Census Tract 69"," Bronx"," New York",2844,233,233,2545,"Owner",0,"Renter",NA
"7775","Census Tract 69"," Bronx"," New York",2844,233,233,2545,"Owner",2611,"Renter",66
"7776","Census Tract 69"," Bronx"," New York",2844,233,233,2545,"Owner",2611,"Renter",NA
"7777","Census Tract 69"," New York"," New York",1045,503,503,542,"Owner",0,"Renter",0
"7778","Census Tract 69"," New York"," New York",1045,503,503,542,"Owner",0,"Renter",NA
"7779","Census Tract 69"," New York"," New York",1045,503,503,542,"Owner",542,"Renter",0
"7780","Census Tract 69"," New York"," New York",1045,503,503,542,"Owner",542,"Renter",NA
"7781","Census Tract 69"," Queens"," New York",1628,251,251,1377,"Owner",0,"Renter",0
"7782","Census Tract 69"," Queens"," New York",1628,251,251,1377,"Owner",0,"Renter",NA
"7783","Census Tract 69"," Queens"," New York",1628,251,251,1377,"Owner",1377,"Renter",0
"7784","Census Tract 69"," Queens"," New York",1628,251,251,1377,"Owner",1377,"Renter",NA
"7785","Census Tract 69.01"," Kings"," New York",845,235,235,610,"Owner",0,"Renter",0
"7786","Census Tract 69.01"," Kings"," New York",845,235,235,610,"Owner",0,"Renter",NA
"7787","Census Tract 69.01"," Kings"," New York",845,235,235,610,"Owner",610,"Renter",0
"7788","Census Tract 69.01"," Kings"," New York",845,235,235,610,"Owner",610,"Renter",NA
"7789","Census Tract 69.02"," Kings"," New York",903,269,269,634,"Owner",0,"Renter",0
"7790","Census Tract 69.02"," Kings"," New York",903,269,269,634,"Owner",0,"Renter",NA
"7791","Census Tract 69.02"," Kings"," New York",903,269,269,634,"Owner",634,"Renter",0
"7792","Census Tract 69.02"," Kings"," New York",903,269,269,634,"Owner",634,"Renter",NA
"7793","Census Tract 690"," Kings"," New York",599,420,420,179,"Owner",0,"Renter",0
"7794","Census Tract 690"," Kings"," New York",599,420,420,179,"Owner",0,"Renter",NA
"7795","Census Tract 690"," Kings"," New York",599,420,420,179,"Owner",179,"Renter",0
"7796","Census Tract 690"," Kings"," New York",599,420,420,179,"Owner",179,"Renter",NA
"7797","Census Tract 690"," Queens"," New York",978,602,602,376,"Owner",0,"Renter",0
"7798","Census Tract 690"," Queens"," New York",978,602,602,376,"Owner",0,"Renter",NA
"7799","Census Tract 690"," Queens"," New York",978,602,602,376,"Owner",376,"Renter",0
"7800","Census Tract 690"," Queens"," New York",978,602,602,376,"Owner",376,"Renter",NA
"7801","Census Tract 692"," Kings"," New York",838,647,647,191,"Owner",0,"Renter",0
"7802","Census Tract 692"," Kings"," New York",838,647,647,191,"Owner",0,"Renter",NA
"7803","Census Tract 692"," Kings"," New York",838,647,647,191,"Owner",191,"Renter",0
"7804","Census Tract 692"," Kings"," New York",838,647,647,191,"Owner",191,"Renter",NA
"7805","Census Tract 693"," Queens"," New York",1161,249,249,912,"Owner",0,"Renter",0
"7806","Census Tract 693"," Queens"," New York",1161,249,249,912,"Owner",0,"Renter",NA
"7807","Census Tract 693"," Queens"," New York",1161,249,249,912,"Owner",912,"Renter",0
"7808","Census Tract 693"," Queens"," New York",1161,249,249,912,"Owner",912,"Renter",NA
"7809","Census Tract 694"," Queens"," New York",1116,548,548,568,"Owner",0,"Renter",0
"7810","Census Tract 694"," Queens"," New York",1116,548,548,568,"Owner",0,"Renter",NA
"7811","Census Tract 694"," Queens"," New York",1116,548,548,568,"Owner",568,"Renter",0
"7812","Census Tract 694"," Queens"," New York",1116,548,548,568,"Owner",568,"Renter",NA
"7813","Census Tract 695"," Queens"," New York",858,450,446,408,"Owner",4,"Renter",0
"7814","Census Tract 695"," Queens"," New York",858,450,446,408,"Owner",4,"Renter",NA
"7815","Census Tract 695"," Queens"," New York",858,450,446,408,"Owner",408,"Renter",0
"7816","Census Tract 695"," Queens"," New York",858,450,446,408,"Owner",408,"Renter",NA
"7817","Census Tract 696.01"," Kings"," New York",1315,527,527,788,"Owner",0,"Renter",0
"7818","Census Tract 696.01"," Kings"," New York",1315,527,527,788,"Owner",0,"Renter",NA
"7819","Census Tract 696.01"," Kings"," New York",1315,527,527,788,"Owner",788,"Renter",0
"7820","Census Tract 696.01"," Kings"," New York",1315,527,527,788,"Owner",788,"Renter",NA
"7821","Census Tract 696.02"," Kings"," New York",2065,1615,1615,450,"Owner",0,"Renter",0
"7822","Census Tract 696.02"," Kings"," New York",2065,1615,1615,450,"Owner",0,"Renter",NA
"7823","Census Tract 696.02"," Kings"," New York",2065,1615,1615,450,"Owner",450,"Renter",0
"7824","Census Tract 696.02"," Kings"," New York",2065,1615,1615,450,"Owner",450,"Renter",NA
"7825","Census Tract 697.01"," Queens"," New York",1766,266,266,1500,"Owner",0,"Renter",0
"7826","Census Tract 697.01"," Queens"," New York",1766,266,266,1500,"Owner",0,"Renter",NA
"7827","Census Tract 697.01"," Queens"," New York",1766,266,266,1500,"Owner",1500,"Renter",0
"7828","Census Tract 697.01"," Queens"," New York",1766,266,266,1500,"Owner",1500,"Renter",NA
"7829","Census Tract 697.02"," Queens"," New York",1341,950,943,391,"Owner",7,"Renter",0
"7830","Census Tract 697.02"," Queens"," New York",1341,950,943,391,"Owner",7,"Renter",NA
"7831","Census Tract 697.02"," Queens"," New York",1341,950,943,391,"Owner",391,"Renter",0
"7832","Census Tract 697.02"," Queens"," New York",1341,950,943,391,"Owner",391,"Renter",NA
"7833","Census Tract 698"," Kings"," New York",422,400,400,22,"Owner",0,"Renter",0
"7834","Census Tract 698"," Kings"," New York",422,400,400,22,"Owner",0,"Renter",NA
"7835","Census Tract 698"," Kings"," New York",422,400,400,22,"Owner",22,"Renter",0
"7836","Census Tract 698"," Kings"," New York",422,400,400,22,"Owner",22,"Renter",NA
"7837","Census Tract 7"," Kings"," New York",1669,691,691,978,"Owner",0,"Renter",0
"7838","Census Tract 7"," Kings"," New York",1669,691,691,978,"Owner",0,"Renter",NA
"7839","Census Tract 7"," Kings"," New York",1669,691,691,978,"Owner",978,"Renter",0
"7840","Census Tract 7"," Kings"," New York",1669,691,691,978,"Owner",978,"Renter",NA
"7841","Census Tract 7"," New York"," New York",4571,753,753,3818,"Owner",0,"Renter",0
"7842","Census Tract 7"," New York"," New York",4571,753,753,3818,"Owner",0,"Renter",NA
"7843","Census Tract 7"," New York"," New York",4571,753,753,3818,"Owner",3818,"Renter",0
"7844","Census Tract 7"," New York"," New York",4571,753,753,3818,"Owner",3818,"Renter",NA
"7845","Census Tract 7"," Richmond"," New York",1997,290,290,1707,"Owner",0,"Renter",0
"7846","Census Tract 7"," Richmond"," New York",1997,290,290,1707,"Owner",0,"Renter",NA
"7847","Census Tract 7"," Richmond"," New York",1997,290,290,1707,"Owner",1707,"Renter",0
"7848","Census Tract 7"," Richmond"," New York",1997,290,290,1707,"Owner",1707,"Renter",NA
"7849","Census Tract 7.01"," Queens"," New York",1193,614,614,579,"Owner",0,"Renter",0
"7850","Census Tract 7.01"," Queens"," New York",1193,614,614,579,"Owner",0,"Renter",NA
"7851","Census Tract 7.01"," Queens"," New York",1193,614,614,579,"Owner",579,"Renter",0
"7852","Census Tract 7.01"," Queens"," New York",1193,614,614,579,"Owner",579,"Renter",NA
"7853","Census Tract 7.02"," Queens"," New York",1538,339,339,1184,"Owner",0,"Renter",15
"7854","Census Tract 7.02"," Queens"," New York",1538,339,339,1184,"Owner",0,"Renter",NA
"7855","Census Tract 7.02"," Queens"," New York",1538,339,339,1184,"Owner",1199,"Renter",15
"7856","Census Tract 7.02"," Queens"," New York",1538,339,339,1184,"Owner",1199,"Renter",NA
"7857","Census Tract 70"," Bronx"," New York",1285,321,321,937,"Owner",0,"Renter",27
"7858","Census Tract 70"," Bronx"," New York",1285,321,321,937,"Owner",0,"Renter",NA
"7859","Census Tract 70"," Bronx"," New York",1285,321,321,937,"Owner",964,"Renter",27
"7860","Census Tract 70"," Bronx"," New York",1285,321,321,937,"Owner",964,"Renter",NA
"7861","Census Tract 70"," Kings"," New York",1088,684,684,404,"Owner",0,"Renter",0
"7862","Census Tract 70"," Kings"," New York",1088,684,684,404,"Owner",0,"Renter",NA
"7863","Census Tract 70"," Kings"," New York",1088,684,684,404,"Owner",404,"Renter",0
"7864","Census Tract 70"," Kings"," New York",1088,684,684,404,"Owner",404,"Renter",NA
"7865","Census Tract 70.01"," New York"," New York",2102,595,595,1507,"Owner",0,"Renter",0
"7866","Census Tract 70.01"," New York"," New York",2102,595,595,1507,"Owner",0,"Renter",NA
"7867","Census Tract 70.01"," New York"," New York",2102,595,595,1507,"Owner",1507,"Renter",0
"7868","Census Tract 70.01"," New York"," New York",2102,595,595,1507,"Owner",1507,"Renter",NA
"7869","Census Tract 70.01"," Richmond"," New York",1007,988,988,19,"Owner",0,"Renter",0
"7870","Census Tract 70.01"," Richmond"," New York",1007,988,988,19,"Owner",0,"Renter",NA
"7871","Census Tract 70.01"," Richmond"," New York",1007,988,988,19,"Owner",19,"Renter",0
"7872","Census Tract 70.01"," Richmond"," New York",1007,988,988,19,"Owner",19,"Renter",NA
"7873","Census Tract 70.02"," New York"," New York",2172,323,323,1849,"Owner",0,"Renter",0
"7874","Census Tract 70.02"," New York"," New York",2172,323,323,1849,"Owner",0,"Renter",NA
"7875","Census Tract 70.02"," New York"," New York",2172,323,323,1849,"Owner",1849,"Renter",0
"7876","Census Tract 70.02"," New York"," New York",2172,323,323,1849,"Owner",1849,"Renter",NA
"7877","Census Tract 70.02"," Richmond"," New York",1672,1346,1346,326,"Owner",0,"Renter",0
"7878","Census Tract 70.02"," Richmond"," New York",1672,1346,1346,326,"Owner",0,"Renter",NA
"7879","Census Tract 70.02"," Richmond"," New York",1672,1346,1346,326,"Owner",326,"Renter",0
"7880","Census Tract 70.02"," Richmond"," New York",1672,1346,1346,326,"Owner",326,"Renter",NA
"7881","Census Tract 700"," Kings"," New York",673,332,332,341,"Owner",0,"Renter",0
"7882","Census Tract 700"," Kings"," New York",673,332,332,341,"Owner",0,"Renter",NA
"7883","Census Tract 700"," Kings"," New York",673,332,332,341,"Owner",341,"Renter",0
"7884","Census Tract 700"," Kings"," New York",673,332,332,341,"Owner",341,"Renter",NA
"7885","Census Tract 702.01"," Kings"," New York",2214,1899,1899,315,"Owner",0,"Renter",0
"7886","Census Tract 702.01"," Kings"," New York",2214,1899,1899,315,"Owner",0,"Renter",NA
"7887","Census Tract 702.01"," Kings"," New York",2214,1899,1899,315,"Owner",315,"Renter",0
"7888","Census Tract 702.01"," Kings"," New York",2214,1899,1899,315,"Owner",315,"Renter",NA
"7889","Census Tract 702.02"," Kings"," New York",13,0,0,13,"Owner",0,"Renter",0
"7890","Census Tract 702.02"," Kings"," New York",13,0,0,13,"Owner",0,"Renter",NA
"7891","Census Tract 702.02"," Kings"," New York",13,0,0,13,"Owner",13,"Renter",0
"7892","Census Tract 702.02"," Kings"," New York",13,0,0,13,"Owner",13,"Renter",NA
"7893","Census Tract 702.03"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"7894","Census Tract 702.03"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"7895","Census Tract 702.03"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"7896","Census Tract 702.03"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"7897","Census Tract 703"," Queens"," New York",884,613,613,271,"Owner",0,"Renter",0
"7898","Census Tract 703"," Queens"," New York",884,613,613,271,"Owner",0,"Renter",NA
"7899","Census Tract 703"," Queens"," New York",884,613,613,271,"Owner",271,"Renter",0
"7900","Census Tract 703"," Queens"," New York",884,613,613,271,"Owner",271,"Renter",NA
"7901","Census Tract 706.01"," Kings"," New York",905,743,743,162,"Owner",0,"Renter",0
"7902","Census Tract 706.01"," Kings"," New York",905,743,743,162,"Owner",0,"Renter",NA
"7903","Census Tract 706.01"," Kings"," New York",905,743,743,162,"Owner",162,"Renter",0
"7904","Census Tract 706.01"," Kings"," New York",905,743,743,162,"Owner",162,"Renter",NA
"7905","Census Tract 706.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"7906","Census Tract 706.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"7907","Census Tract 706.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"7908","Census Tract 706.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"7909","Census Tract 707"," Queens"," New York",1003,771,771,232,"Owner",0,"Renter",0
"7910","Census Tract 707"," Queens"," New York",1003,771,771,232,"Owner",0,"Renter",NA
"7911","Census Tract 707"," Queens"," New York",1003,771,771,232,"Owner",232,"Renter",0
"7912","Census Tract 707"," Queens"," New York",1003,771,771,232,"Owner",232,"Renter",NA
"7913","Census Tract 709"," Queens"," New York",1071,568,568,503,"Owner",0,"Renter",0
"7914","Census Tract 709"," Queens"," New York",1071,568,568,503,"Owner",0,"Renter",NA
"7915","Census Tract 709"," Queens"," New York",1071,568,568,503,"Owner",503,"Renter",0
"7916","Census Tract 709"," Queens"," New York",1071,568,568,503,"Owner",503,"Renter",NA
"7917","Census Tract 71"," Bronx"," New York",1074,373,373,605,"Owner",0,"Renter",96
"7918","Census Tract 71"," Bronx"," New York",1074,373,373,605,"Owner",0,"Renter",NA
"7919","Census Tract 71"," Bronx"," New York",1074,373,373,605,"Owner",701,"Renter",96
"7920","Census Tract 71"," Bronx"," New York",1074,373,373,605,"Owner",701,"Renter",NA
"7921","Census Tract 71"," Kings"," New York",1728,276,276,1452,"Owner",0,"Renter",0
"7922","Census Tract 71"," Kings"," New York",1728,276,276,1452,"Owner",0,"Renter",NA
"7923","Census Tract 71"," Kings"," New York",1728,276,276,1452,"Owner",1452,"Renter",0
"7924","Census Tract 71"," Kings"," New York",1728,276,276,1452,"Owner",1452,"Renter",NA
"7925","Census Tract 71"," New York"," New York",2782,1174,1174,1608,"Owner",0,"Renter",0
"7926","Census Tract 71"," New York"," New York",2782,1174,1174,1608,"Owner",0,"Renter",NA
"7927","Census Tract 71"," New York"," New York",2782,1174,1174,1608,"Owner",1608,"Renter",0
"7928","Census Tract 71"," New York"," New York",2782,1174,1174,1608,"Owner",1608,"Renter",NA
"7929","Census Tract 71"," Queens"," New York",1699,137,137,1562,"Owner",0,"Renter",0
"7930","Census Tract 71"," Queens"," New York",1699,137,137,1562,"Owner",0,"Renter",NA
"7931","Census Tract 71"," Queens"," New York",1699,137,137,1562,"Owner",1562,"Renter",0
"7932","Census Tract 71"," Queens"," New York",1699,137,137,1562,"Owner",1562,"Renter",NA
"7933","Census Tract 711"," Queens"," New York",2903,1769,1769,1134,"Owner",0,"Renter",0
"7934","Census Tract 711"," Queens"," New York",2903,1769,1769,1134,"Owner",0,"Renter",NA
"7935","Census Tract 711"," Queens"," New York",2903,1769,1769,1134,"Owner",1134,"Renter",0
"7936","Census Tract 711"," Queens"," New York",2903,1769,1769,1134,"Owner",1134,"Renter",NA
"7937","Census Tract 713.03"," Queens"," New York",2606,836,836,1770,"Owner",0,"Renter",0
"7938","Census Tract 713.03"," Queens"," New York",2606,836,836,1770,"Owner",0,"Renter",NA
"7939","Census Tract 713.03"," Queens"," New York",2606,836,836,1770,"Owner",1770,"Renter",0
"7940","Census Tract 713.03"," Queens"," New York",2606,836,836,1770,"Owner",1770,"Renter",NA
"7941","Census Tract 713.04"," Queens"," New York",2831,1237,1237,1594,"Owner",0,"Renter",0
"7942","Census Tract 713.04"," Queens"," New York",2831,1237,1237,1594,"Owner",0,"Renter",NA
"7943","Census Tract 713.04"," Queens"," New York",2831,1237,1237,1594,"Owner",1594,"Renter",0
"7944","Census Tract 713.04"," Queens"," New York",2831,1237,1237,1594,"Owner",1594,"Renter",NA
"7945","Census Tract 713.05"," Queens"," New York",2419,446,446,1973,"Owner",0,"Renter",0
"7946","Census Tract 713.05"," Queens"," New York",2419,446,446,1973,"Owner",0,"Renter",NA
"7947","Census Tract 713.05"," Queens"," New York",2419,446,446,1973,"Owner",1973,"Renter",0
"7948","Census Tract 713.05"," Queens"," New York",2419,446,446,1973,"Owner",1973,"Renter",NA
"7949","Census Tract 713.06"," Queens"," New York",2966,862,862,2104,"Owner",0,"Renter",0
"7950","Census Tract 713.06"," Queens"," New York",2966,862,862,2104,"Owner",0,"Renter",NA
"7951","Census Tract 713.06"," Queens"," New York",2966,862,862,2104,"Owner",2104,"Renter",0
"7952","Census Tract 713.06"," Queens"," New York",2966,862,862,2104,"Owner",2104,"Renter",NA
"7953","Census Tract 716"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",0
"7954","Census Tract 716"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",NA
"7955","Census Tract 716"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",0
"7956","Census Tract 716"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",NA
"7957","Census Tract 717.01"," Queens"," New York",2332,1156,1156,1176,"Owner",0,"Renter",0
"7958","Census Tract 717.01"," Queens"," New York",2332,1156,1156,1176,"Owner",0,"Renter",NA
"7959","Census Tract 717.01"," Queens"," New York",2332,1156,1156,1176,"Owner",1176,"Renter",0
"7960","Census Tract 717.01"," Queens"," New York",2332,1156,1156,1176,"Owner",1176,"Renter",NA
"7961","Census Tract 717.02"," Queens"," New York",1925,1077,1077,848,"Owner",0,"Renter",0
"7962","Census Tract 717.02"," Queens"," New York",1925,1077,1077,848,"Owner",0,"Renter",NA
"7963","Census Tract 717.02"," Queens"," New York",1925,1077,1077,848,"Owner",848,"Renter",0
"7964","Census Tract 717.02"," Queens"," New York",1925,1077,1077,848,"Owner",848,"Renter",NA
"7965","Census Tract 719"," Queens"," New York",1016,357,357,655,"Owner",0,"Renter",4
"7966","Census Tract 719"," Queens"," New York",1016,357,357,655,"Owner",0,"Renter",NA
"7967","Census Tract 719"," Queens"," New York",1016,357,357,655,"Owner",659,"Renter",4
"7968","Census Tract 719"," Queens"," New York",1016,357,357,655,"Owner",659,"Renter",NA
"7969","Census Tract 72"," Bronx"," New York",1729,400,400,1329,"Owner",0,"Renter",0
"7970","Census Tract 72"," Bronx"," New York",1729,400,400,1329,"Owner",0,"Renter",NA
"7971","Census Tract 72"," Bronx"," New York",1729,400,400,1329,"Owner",1329,"Renter",0
"7972","Census Tract 72"," Bronx"," New York",1729,400,400,1329,"Owner",1329,"Renter",NA
"7973","Census Tract 72"," Kings"," New York",529,80,80,449,"Owner",0,"Renter",0
"7974","Census Tract 72"," Kings"," New York",529,80,80,449,"Owner",0,"Renter",NA
"7975","Census Tract 72"," Kings"," New York",529,80,80,449,"Owner",449,"Renter",0
"7976","Census Tract 72"," Kings"," New York",529,80,80,449,"Owner",449,"Renter",NA
"7977","Census Tract 72"," New York"," New York",4210,824,824,3386,"Owner",0,"Renter",0
"7978","Census Tract 72"," New York"," New York",4210,824,824,3386,"Owner",0,"Renter",NA
"7979","Census Tract 72"," New York"," New York",4210,824,824,3386,"Owner",3386,"Renter",0
